State,Action,Reward,Next State,Predicted Energy,completed_batch_job,long_runnning_job
"[0, 9.40975, 1.9772500000000002, -1, -1, 13.176333333333332, 3.9042499999999998, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",3,-9.030611190795899,"[1, 9.89975, 2.031, -1, 0.53325, 13.389999999999997, 3.9132499999999992, -1, 6.852, -1, 0.0, -1, 15.85, 0, 0, 0, 0]",90.30611190795898,0,0
"[1, 9.89975, 2.031, -1, 0.53325, 13.389999999999997, 3.9132499999999992, -1, 6.852, -1, 0.0, -1, 15.85, 0, 0, 0, 0]",0,-10.530494552612305,"[1, 9.654333333333335, 1.9404166666666662, -1, 0.8031666666666664, 13.385166666666652, 3.904333333333327, -1, 11.471083333333342, -1, 0.0, -1, 29.866666666666667, 0, 0, 0, 0]",105.30494552612305,0,0
"[1, 9.654333333333335, 1.9404166666666662, -1, 0.8031666666666664, 13.385166666666652, 3.904333333333327, -1, 11.471083333333342, -1, 0.0, -1, 29.866666666666667, 0, 0, 0, 0]",1,-12.393364662170416,"[3, 10.116916666666667, 2.0258333333333334, 0.521, 0.8199166666666665, 13.625583333333333, 3.8945833333333337, 7.076583333333333, 11.507250000000003, 0.0, 0.0, 19.966666666666665, 30.55, 0, 0, 0, 0]",123.93364662170417,0,0
"[3, 10.116916666666667, 2.0258333333333334, 0.521, 0.8199166666666665, 13.625583333333333, 3.8945833333333337, 7.076583333333333, 11.507250000000003, 0.0, 0.0, 19.966666666666665, 30.55, 0, 0, 0, 0]",0,-13.797047912597659,"[3, 9.837333333333337, 2.031166666666667, 0.8401666666666664, 0.8229166666666666, 13.554250000000033, 3.8914999999999997, 12.354666666666668, 11.522999999999984, 0.0, 0.0, 38.94166666666667, 31.0, 0, 0, 0, 0]",137.9704791259766,0,0
"[3, 9.837333333333337, 2.031166666666667, 0.8401666666666664, 0.8229166666666666, 13.554250000000033, 3.8914999999999997, 12.354666666666668, 11.522999999999984, 0.0, 0.0, 38.94166666666667, 31.0, 0, 0, 0, 0]",2,-10.44487785339356,"[1, 9.694250000000002, 2.058083333333334, -1, 0.824, 13.390916666666694, 3.888999999999991, -1, 11.536416666666641, -1, 0.0, -1, 31.0, 0, 0, 0, 0]",104.44877853393561,0,0
"[1, 9.694250000000002, 2.058083333333334, -1, 0.824, 13.390916666666694, 3.888999999999991, -1, 11.536416666666641, -1, 0.0, -1, 31.0, 0, 0, 0, 0]",0,-10.355313430786131,"[1, 9.684416666666667, 2.009666666666667, -1, 0.7767499999999999, 13.289249999999983, 3.8898333333333217, -1, 11.54766666666664, -1, 0.0, -1, 31.0, 0, 0, 0, 0]",103.55313430786131,0,0
"[1, 9.684416666666667, 2.009666666666667, -1, 0.7767499999999999, 13.289249999999983, 3.8898333333333217, -1, 11.54766666666664, -1, 0.0, -1, 31.0, 0, 0, 0, 0]",4,-7.3025823631286615,"[0, 9.579500000000001, 1.9865833333333331, -1, -1, 13.37275, 3.9191666666666665, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",73.02582363128661,0,0
"[0, 9.579500000000001, 1.9865833333333331, -1, -1, 13.37275, 3.9191666666666665, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.311424331665039,"[0, 11.022499999999997, 1.9603333333333335, -1, -1, 13.519999999999998, 3.896499999999994, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",73.11424331665039,0,0
"[0, 11.022499999999997, 1.9603333333333335, -1, -1, 13.519999999999998, 3.896499999999994, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",3,-9.106984256744386,"[1, 9.915333333333333, 2.032166666666667, -1, 0.7998333333333334, 13.504166666666666, 3.9119166666666674, -1, 7.0375, -1, 0.0, -1, 16.466666666666665, 0, 0, 0, 0]",91.06984256744386,0,0
"[1, 9.915333333333333, 2.032166666666667, -1, 0.7998333333333334, 13.504166666666666, 3.9119166666666674, -1, 7.0375, -1, 0.0, -1, 16.466666666666665, 0, 0, 0, 0]",1,-12.272199638366697,"[3, 10.197833333333335, 2.007083333333333, 0.49924999999999997, 0.8059166666666667, 13.335166666666668, 3.899333333333333, 6.456333333333333, 11.463166666666666, 0.0, 0.0, 18.183333333333334, 30.05, 0, 0, 0, 0]",122.72199638366698,0,0
"[3, 10.197833333333335, 2.007083333333333, 0.49924999999999997, 0.8059166666666667, 13.335166666666668, 3.899333333333333, 6.456333333333333, 11.463166666666666, 0.0, 0.0, 18.183333333333334, 30.05, 0, 0, 0, 0]",4,-9.534198173522949,"[2, 9.916500000000001, 1.9606666666666668, 0.8410833333333334, -1, 13.23525, 3.8991666666666664, 12.37058333333333, -1, 0.0, -1, 39.0, -1, 0, 0, 0, 0]",95.34198173522948,0,0
"[2, 9.916500000000001, 1.9606666666666668, 0.8410833333333334, -1, 13.23525, 3.8991666666666664, 12.37058333333333, -1, 0.0, -1, 39.0, -1, 0, 0, 0, 0]",2,-7.105280063629148,"[0, 9.690833333333334, 1.9565833333333333, -1, -1, 13.17933333333333, 3.8965, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",71.05280063629148,0,0
"[0, 9.690833333333334, 1.9565833333333333, -1, -1, 13.17933333333333, 3.8965, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.058802722930908,"[0, 9.56808333333333, 1.9671666666666665, -1, -1, 13.198833333333345, 3.8995833333333265, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",70.58802722930908,0,0
"[0, 9.56808333333333, 1.9671666666666665, -1, -1, 13.198833333333345, 3.8995833333333265, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.069817481994624,"[0, 9.622500000000002, 1.946166666666667, -1, -1, 13.219333333333317, 3.890749999999992, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",70.69817481994625,0,0
"[0, 9.622500000000002, 1.946166666666667, -1, -1, 13.219333333333317, 3.890749999999992, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",1,-8.317921131134037,"[2, 9.87275, 2.0124166666666667, 0.8645, -1, 13.241250000000003, 3.9029166666666666, 7.175833333333332, -1, 0.0, -1, 19.8, -1, 0, 0, 0, 0]",83.17921131134037,0,0
"[2, 9.87275, 2.0124166666666667, 0.8645, -1, 13.241250000000003, 3.9029166666666666, 7.175833333333332, -1, 0.0, -1, 19.8, -1, 0, 0, 0, 0]",0,-9.489183120727535,"[2, 9.670166666666667, 1.9354166666666675, 0.8335, -1, 13.347583333333306, 3.904583333333339, 12.354999999999995, -1, 0.0, -1, 38.59166666666667, -1, 0, 0, 0, 0]",94.89183120727536,0,0
"[2, 9.670166666666667, 1.9354166666666675, 0.8335, -1, 13.347583333333306, 3.904583333333339, 12.354999999999995, -1, 0.0, -1, 38.59166666666667, -1, 0, 0, 0, 0]",2,-7.370924644470213,"[0, 9.506583333333333, 1.95725, -1, -1, 13.502333333333334, 3.896083333333333, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",73.70924644470213,0,0
"[0, 9.506583333333333, 1.95725, -1, -1, 13.502333333333334, 3.896083333333333, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",3,-9.168426429748532,"[1, 10.010416666666666, 2.02, -1, 0.5563333333333332, 13.697499999999998, 3.887166666666667, -1, 7.044083333333334, -1, 0.0, -1, 16.975, 0, 0, 0, 0]",91.68426429748533,0,0
"[1, 10.010416666666666, 2.02, -1, 0.5563333333333332, 13.697499999999998, 3.887166666666667, -1, 7.044083333333334, -1, 0.0, -1, 16.975, 0, 0, 0, 0]",4,-7.419615852355958,"[0, 9.548583333333335, 1.954333333333333, -1, -1, 13.518250000000005, 3.909666666666665, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",74.19615852355957,0,0
"[0, 9.548583333333335, 1.954333333333333, -1, -1, 13.518250000000005, 3.909666666666665, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.995930137634278,"[0, 9.984749999999998, 1.9552500000000004, -1, -1, 14.174833333333329, 3.8784999999999985, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",79.95930137634278,0,0
"[0, 9.984749999999998, 1.9552500000000004, -1, -1, 14.174833333333329, 3.8784999999999985, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",3,-9.136317626953128,"[1, 9.921250000000002, 2.0183333333333335, -1, 0.7506666666666667, 13.48725, 3.8840833333333333, -1, 7.0475, -1, 0.0, -1, 16.9, 0, 0, 0, 0]",91.36317626953128,0,0
"[1, 9.921250000000002, 2.0183333333333335, -1, 0.7506666666666667, 13.48725, 3.8840833333333333, -1, 7.0475, -1, 0.0, -1, 16.9, 0, 0, 0, 0]",0,-10.521589263916013,"[1, 9.68916666666666, 1.9650000000000005, -1, 0.7964166666666668, 13.205416666666695, 3.8889999999999936, -1, 11.482500000000007, -1, 0.0, -1, 30.0, 0, 0, 0, 0]",105.21589263916013,0,0
"[1, 9.68916666666666, 1.9650000000000005, -1, 0.7964166666666668, 13.205416666666695, 3.8889999999999936, -1, 11.482500000000007, -1, 0.0, -1, 30.0, 0, 0, 0, 0]",4,-7.123992988586432,"[0, 9.516916666666669, 1.9632499999999993, -1, -1, 13.184000000000028, 3.891583333333325, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",71.23992988586431,0,0
"[0, 9.516916666666669, 1.9632499999999993, -1, -1, 13.184000000000028, 3.891583333333325, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.061160511016847,"[0, 9.437000000000003, 1.9765833333333331, -1, -1, 13.211583333333323, 3.9003333333333385, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",70.61160511016847,0,0
"[0, 9.437000000000003, 1.9765833333333331, -1, -1, 13.211583333333323, 3.9003333333333385, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.1572413253784175,"[0, 9.401666666666669, 1.98425, -1, -1, 13.318416666666643, 3.9044166666666644, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",71.57241325378418,0,0
"[0, 9.401666666666669, 1.98425, -1, -1, 13.318416666666643, 3.9044166666666644, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.145209022521972,"[0, 9.466916666666666, 1.9564166666666667, -1, -1, 13.300333333333334, 3.8914166666666583, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",71.45209022521972,0,0
"[0, 9.466916666666666, 1.9564166666666667, -1, -1, 13.300333333333334, 3.8914166666666583, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.055989311218265,"[0, 9.493500000000006, 1.9568333333333332, -1, -1, 13.202166666666665, 3.886833333333328, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",70.55989311218265,0,0
"[0, 9.493500000000006, 1.9568333333333332, -1, -1, 13.202166666666665, 3.886833333333328, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",3,-9.01740172195434,"[1, 9.989916666666666, 2.023333333333333, -1, 0.5245833333333334, 13.492583333333334, 3.8969166666666655, -1, 7.041333333333333, -1, 0.0, -1, 17.225, 0, 0, 0, 0]",90.17401721954339,0,0
"[1, 9.989916666666666, 2.023333333333333, -1, 0.5245833333333334, 13.492583333333334, 3.8969166666666655, -1, 7.041333333333333, -1, 0.0, -1, 17.225, 0, 0, 0, 0]",4,-7.226010978698727,"[0, 9.536666666666665, 1.952083333333333, -1, -1, 13.302833333333346, 3.8950833333333224, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",72.26010978698727,0,0
"[0, 9.536666666666665, 1.952083333333333, -1, -1, 13.302833333333346, 3.8950833333333224, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.071687728881836,"[0, 9.471666666666666, 2.015, -1, -1, 13.226916666666689, 3.895083333333334, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",70.71687728881835,0,0
"[0, 9.471666666666666, 2.015, -1, -1, 13.226916666666689, 3.895083333333334, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.032484462738037,"[0, 9.333333333333337, 2.017750000000001, -1, -1, 13.185083333333372, 3.9112500000000017, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",70.32484462738037,0,0
"[0, 9.333333333333337, 2.017750000000001, -1, -1, 13.185083333333372, 3.9112500000000017, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-7.346593486785889,"[0, 9.999249999999996, 2.015500000000001, -1, -1, 13.499583333333343, 3.917166666666665, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",73.46593486785889,0,0
"[0, 9.999249999999996, 2.015500000000001, -1, -1, 13.499583333333343, 3.917166666666665, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-6.771727260589597,"[0, 9.466249999999995, 1.957083333333333, -1, -1, 12.86683333333332, 4.066249999999997, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",67.71727260589597,0,0
"[0, 9.466249999999995, 1.957083333333333, -1, -1, 12.86683333333332, 4.066249999999997, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-6.76168455886841,"[0, 9.580333333333332, 1.9347500000000002, -1, -1, 12.844749999999982, 4.053833333333334, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",67.6168455886841,0,0
"[0, 9.580333333333332, 1.9347500000000002, -1, -1, 12.844749999999982, 4.053833333333334, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",1,-8.146210380554196,"[2, 9.992416666666667, 2.02725, 0.8040833333333333, -1, 13.171, 4.062250000000001, 7.180916666666667, -1, 0.0, -1, 19.758333333333333, -1, 0, 0, 0, 0]",81.46210380554196,0,0
"[2, 9.992416666666667, 2.02725, 0.8040833333333333, -1, 13.171, 4.062250000000001, 7.180916666666667, -1, 0.0, -1, 19.758333333333333, -1, 0, 0, 0, 0]",2,-7.026200012207032,"[0, 9.477333333333336, 1.992, -1, -1, 13.107750000000001, 4.057833333333333, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",70.26200012207032,0,0
"[0, 9.477333333333336, 1.992, -1, -1, 13.107750000000001, 4.057833333333333, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",0,-6.891574794769288,"[0, 9.322750000000005, 1.9477500000000005, -1, -1, 13.006000000000009, 4.06125, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",68.91574794769288,0,0
"[0, 9.322750000000005, 1.9477500000000005, -1, -1, 13.006000000000009, 4.06125, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0]",1,-8.270454608917234,"[2, 9.78125, 2.021166666666667, 0.887, -1, 13.2625, 4.044916666666666, 7.178666666666667, -1, 0.0, -1, 19.725, -1, 0, 0, 0, 0]",82.70454608917234,0,0
"[2, 9.78125, 2.021166666666667, 0.887, -1, 13.2625, 4.044916666666666, 7.178666666666667, -1, 0.0, -1, 19.725, -1, 0, 0, 0, 0]",3,-12.124401519775397,"[3, 10.097416666666668, 2.02875, 0.8461666666666667, 0.5105833333333333, 13.343166666666667, 4.07375, 12.371916666666666, 6.9469166666666675, 0.0, 0.0, 38.21666666666667, 17.075, 0, 0, 0, 0]",121.24401519775397,0,0
